Project ID,Status,Input File,Video Title,Caption & Hashtags,Original Duration,Short Duration,Scene Count,Opening Hook Score,Effects Summary,Output File,Created At,Rendered At
"VID_20260603_180225","🤖 Timeline Ready","/Volumes/home/Photos/MobileBackup/Xiaomi 15T Pro/DCIM/Camera/2026/06/VID_20260603_180225.mp4","Mẹo Làm Sạch Đế Giày Ố Vàng Siêu Nhanh Tại Nhà","Hướng dẫn chi tiết từng bước làm sạch đế giày bị ố vàng bằng dung dịch chuyên dụng và mút xốp cực kỳ đơn giản và hiệu quả. #lamsachgiay #meovat #giaydep #cleaningshoes","","32.0s","6","0.95","Fast Motion, Satisfying Timewarp, Cinematic Zoom, Jump Cuts, Speed Up, Epic Reveal","","2026-07-20 06:52",""
"VID_20260603_180225","❌ Failed","","","","","","","","","","","2026-07-20 06:58"
"VID_20260603_180225","❌ Failed","","","","","","","","","","","2026-07-20 07:03"
"VID_20260603_180225","❌ Failed","","","","","","","","","","","2026-07-20 07:08"
"VID_20260603_180225","🎬 Rendered","/Users/khan/Library/CloudStorage/Nextcloud-ltckha@nc․giayhainancy․vn/Share_Folder/Long2Short/incoming/VID_20260603_180225.mp4","Mẹo Làm Sạch Đế Giày Ố Vàng Siêu Nhanh Tại Nhà","Hướng dẫn chi tiết từng bước làm sạch đế giày bị ố vàng bằng dung dịch chuyên dụng và mút xốp cực kỳ đơn giản và hiệu quả. #lamsachgiay #meovat #giaydep #cleaningshoes","","35.0s","7","0.9","Epic Reveal, Fast Motion, Satisfying Timewarp, Cinematic Zoom, Jump Cuts, Speed Up","/Users/khan/Library/CloudStorage/Nextcloud-ltckha@nc․giayhainancy․vn/Share_Folder/Long2Short/rendered/VID_20260603_180225_final.mp4","","2026-07-20 07:12"
"VID_20260603_180225","🎬 Rendered","/Volumes/home/Photos/MobileBackup/Xiaomi 15T Pro/DCIM/Camera/2026/06/VID_20260603_180225.mp4","Mẹo Làm Sạch Đế Giày Ố Vàng Siêu Nhanh Tại Nhà","Hướng dẫn chi tiết từng bước làm sạch đế giày bị ố vàng bằng dung dịch chuyên dụng và mút xốp cực kỳ đơn giản và hiệu quả. #lamsachgiay #meovat #giaydep #cleaningshoes","01:29","32.0s","6","0.95","Fast Motion, Satisfying Timewarp, Cinematic Zoom, Jump Cuts, Speed Up, Epic Reveal","/archive/VID_20260603_180225/VID_20260603_180225_final.mp4","2026-07-20 14:06","2026-07-20 14:12"
"VID_20260603_180225","🎬 Rendered","/Users/khan/Library/CloudStorage/Nextcloud-ltckha@nc․giayhainancy․vn/Share_Folder/Long2Short/incoming/VID_20260603_180225.mp4","Mẹo Làm Sạch Đế Giày Ố Vàng Siêu Nhanh Tại Nhà","Hướng dẫn chi tiết từng bước làm sạch đế giày bị ố vàng bằng dung dịch chuyên dụng và mút xốp cực kỳ đơn giản và hiệu quả. #lamsachgiay #meovat #giaydep #cleaningshoes","","35.0s","7","0.9","Epic Reveal, Fast Motion, Satisfying Timewarp, Cinematic Zoom, Jump Cuts, Speed Up","/Users/khan/Library/CloudStorage/Nextcloud-ltckha@nc․giayhainancy․vn/Share_Folder/Long2Short/rendered/VID_20260603_180225_final.mp4","","2026-07-20 07:41"
"VID_20260603_180225","🎬 Rendered","/Volumes/home/Photos/MobileBackup/Xiaomi 15T Pro/DCIM/Camera/2026/06/VID_20260603_180225.mp4","Mẹo Làm Sạch Đế Giày Ố Vàng Siêu Nhanh Tại Nhà","Hướng dẫn chi tiết từng bước làm sạch đế giày bị ố vàng... #lamsachgiay #meovat","01:29","32.0s","6","0.95","Fast Motion, Satisfying Timewarp, Epic Reveal","/archive/VID_20260603_180225/VID_20260603_180225_final.mp4","2026-07-20 14:06:44","2026-07-20 14:47:30"
"VID_20260603_180225","🎬 Rendered","/Users/khan/Library/CloudStorage/Nextcloud-ltckha@nc․giayhainancy․vn/Share_Folder/Long2Short/incoming/VID_20260603_180225.mp4","Mẹo Làm Sạch Đế Giày Ố Vàng Siêu Nhanh Tại Nhà","Hướng dẫn chi tiết từng bước làm sạch đế giày bị ố vàng bằng dung dịch chuyên dụng và mút xốp cực kỳ đơn giản và hiệu quả. #lamsachgiay #meovat #giaydep #cleaningshoes","","35.0s","7","0.9","Epic Reveal, Fast Motion, Satisfying Timewarp, Cinematic Zoom, Jump Cuts, Speed Up","/Users/khan/Library/CloudStorage/Nextcloud-ltckha@nc․giayhainancy․vn/Share_Folder/Long2Short/rendered/VID_20260603_180225_final.mp4","","2026-07-20 14:50:07"
"VID_20260603_180225","","/Volumes/home/Photos/MobileBackup/Xiaomi 15T Pro/DCIM/Camera/2026/06/VID_20260603_180225.mp4","","","","","","","","","",""
"IMG_20251029_200932","Long2Short","🎬 Rendered","/Volumes/home/Photos/MobileBackup/Xiaomi 15T Pro/DCIM/Camera/2025/10/IMG_20251029_200932.mp4","Ngắm Toàn Cảnh Bukit Bintang Kuala Lumpur Về Đêm Rực Rỡ","Trải nghiệm góc nhìn từ trên cao xuống con phố Bukit Bintang sầm uất tại Kuala Lumpur với đài phun nước đổi màu tuyệt đẹp. #KualaLumpur #BukitBintang #MalaysiaTravel #NightLife #CityView","28.7s","28.0s","3","0.92","City_Glow_Impact, Urban_Pulse, Night_Light_Showcase","/Volumes/Media/Auto-Video-Factory/archive/IMG_20251029_200932/IMG_20251029_200932_final.mp4","2026-08-04 20:47:05","2026-08-05 10:19:00"
"IMG_20251029_200932","Long2Short","🎬 Rendered","/Volumes/home/Photos/MobileBackup/Xiaomi 15T Pro/DCIM/Camera/2025/10/IMG_20251029_200932.mp4","Ngắm Toàn Cảnh Bukit Bintang Kuala Lumpur Về Đêm Rực Rỡ","Trải nghiệm góc nhìn từ trên cao xuống con phố Bukit Bintang sầm uất tại Kuala Lumpur với đài phun nước đổi màu tuyệt đẹp. #KualaLumpur #BukitBintang #MalaysiaTravel #NightLife #CityView","28.7s","28.0s","3","0.92","City_Glow_Impact, Urban_Pulse, Night_Light_Showcase","/Volumes/Media/Auto-Video-Factory/archive/IMG_20251029_200932/IMG_20251029_200932_final.mp4","2026-08-04 20:47:05","2026-08-05 10:26:33"
"IMG_20251029_200932","Short2Short","🤖 Timeline Ready","/Users/khan/Developer/Auto-Video-Factory/incoming/IMG_20251029_200932.mp4","Khám Phá Đêm Kuala Lumpur Rực Rỡ Tại Bukit Bintang","Trải nghiệm không khí sôi động về đêm tại trung tâm Kuala Lumpur với ánh đèn lung linh và dòng người nhộn nhịp. #kualalumpur #malaysia #travel #bukitbintang #nightlife","28.7s","28.0s","4","0.92","viral_fast_intro, premium_showcase_city, dramatic_focus_fountain, cinematic_outro","","2026-08-05 12:25:25",""
"IMG_20251029_200932","Long2Short","🎬 Rendered","/Users/khan/Developer/Auto-Video-Factory/incoming/IMG_20251029_200932.mp4","Khám Phá Đêm Kuala Lumpur Rực Rỡ Tại Bukit Bintang","Trải nghiệm không khí sôi động về đêm tại trung tâm Kuala Lumpur với ánh đèn lung linh và dòng người nhộn nhịp. #kualalumpur #malaysia #travel #bukitbintang #nightlife","28.7s","28.0s","4","0.92","viral_fast_intro, premium_showcase_city, dramatic_focus_fountain, cinematic_outro","/Volumes/Media/Auto-Video-Factory/archive/IMG_20251029_200932/IMG_20251029_200932_final.mp4","2026-08-05 12:25:25","2026-08-05 12:28:19"
"IMG_20251029_200932","Long2Short","🎬 Rendered","/Users/khan/Developer/Auto-Video-Factory/incoming/IMG_20251029_200932.mp4","Khám Phá Đêm Kuala Lumpur Rực Rỡ Tại Bukit Bintang","Trải nghiệm không khí sôi động về đêm tại trung tâm Kuala Lumpur với ánh đèn lung linh và dòng người nhộn nhịp. #kualalumpur #malaysia #travel #bukitbintang #nightlife","28.7s","28.0s","4","0.92","viral_fast_intro, premium_showcase_city, dramatic_focus_fountain, cinematic_outro","/Volumes/Media/Auto-Video-Factory/archive/IMG_20251029_200932/IMG_20251029_200932_final.mp4","2026-08-05 12:25:25","2026-08-05 12:40:02"
"IMG_20251029_200932","Long2Short","🎬 Rendered","/Users/khan/Developer/Auto-Video-Factory/incoming/IMG_20251029_200932.mp4","Khám Phá Đêm Kuala Lumpur Rực Rỡ Tại Bukit Bintang","Trải nghiệm không khí sôi động về đêm tại trung tâm Kuala Lumpur với ánh đèn lung linh và dòng người nhộn nhịp. #kualalumpur #malaysia #travel #bukitbintang #nightlife","28.7s","28.0s","4","0.92","viral_fast_intro, premium_showcase_city, dramatic_focus_fountain, cinematic_outro","/Volumes/Media/Auto-Video-Factory/archive/IMG_20251029_200932/IMG_20251029_200932_final.mp4","2026-08-05 12:25:25","2026-08-05 12:49:09"
"IMG_20251029_200932","Long2Short","🎬 Rendered","/Users/khan/Developer/Auto-Video-Factory/incoming/IMG_20251029_200932.mp4","Khám Phá Đêm Kuala Lumpur Rực Rỡ Tại Bukit Bintang","Trải nghiệm không khí sôi động về đêm tại trung tâm Kuala Lumpur với ánh đèn lung linh và dòng người nhộn nhịp. #kualalumpur #malaysia #travel #bukitbintang #nightlife","28.7s","28.0s","4","0.92","viral_fast_intro, premium_showcase_city, dramatic_focus_fountain, cinematic_outro","/Volumes/Media/Auto-Video-Factory/archive/IMG_20251029_200932/IMG_20251029_200932_final.mp4","2026-08-05 12:25:25","2026-08-05 12:54:18"
"IMG_20251029_200932","Long2Short","🎬 Rendered","/Users/khan/Developer/Auto-Video-Factory/incoming/IMG_20251029_200932.mp4","Khám Phá Đêm Kuala Lumpur Rực Rỡ Tại Bukit Bintang","Trải nghiệm không khí sôi động về đêm tại trung tâm Kuala Lumpur với ánh đèn lung linh và dòng người nhộn nhịp. #kualalumpur #malaysia #travel #bukitbintang #nightlife","28.7s","28.0s","4","0.92","viral_fast_intro, premium_showcase_city, dramatic_focus_fountain, cinematic_outro","/Volumes/Media/Auto-Video-Factory/archive/IMG_20251029_200932/IMG_20251029_200932_final.mp4","2026-08-05 12:25:25","2026-08-05 13:12:34"
"IMG_20251029_200932","Long2Short","🎬 Rendered","/Users/khan/Developer/Auto-Video-Factory/incoming/IMG_20251029_200932.mp4","Khám Phá Đêm Kuala Lumpur Rực Rỡ Tại Bukit Bintang","Trải nghiệm không khí sôi động về đêm tại trung tâm Kuala Lumpur với ánh đèn lung linh và dòng người nhộn nhịp. #kualalumpur #malaysia #travel #bukitbintang #nightlife","28.7s","28.0s","4","0.92","viral_fast_intro, premium_showcase_city, dramatic_focus_fountain, cinematic_outro","/Volumes/Media/Auto-Video-Factory/archive/IMG_20251029_200932/IMG_20251029_200932_final.mp4","2026-08-05 12:25:25","2026-08-05 13:14:49"
"IMG_20251029_200932","Long2Short","🎬 Rendered","/Users/khan/Developer/Auto-Video-Factory/incoming/IMG_20251029_200932.mp4","Khám Phá Đêm Kuala Lumpur Rực Rỡ Tại Bukit Bintang","Trải nghiệm không khí sôi động về đêm tại trung tâm Kuala Lumpur với ánh đèn lung linh và dòng người nhộn nhịp. #kualalumpur #malaysia #travel #bukitbintang #nightlife","28.7s","28.0s","4","0.92","viral_fast_intro, premium_showcase_city, dramatic_focus_fountain, cinematic_outro","/Volumes/Media/Auto-Video-Factory/archive/IMG_20251029_200932/IMG_20251029_200932_final.mp4","2026-08-05 12:25:25","2026-08-05 13:21:29"
"IMG_20251029_200932","Long2Short","🎬 Rendered","/Users/khan/Developer/Auto-Video-Factory/incoming/IMG_20251029_200932.mp4","Khám Phá Đêm Kuala Lumpur Rực Rỡ Tại Bukit Bintang","Trải nghiệm không khí sôi động về đêm tại trung tâm Kuala Lumpur với ánh đèn lung linh và dòng người nhộn nhịp. #kualalumpur #malaysia #travel #bukitbintang #nightlife","28.7s","28.0s","4","0.92","viral_fast_intro, premium_showcase_city, dramatic_focus_fountain, cinematic_outro","/Volumes/Media/Auto-Video-Factory/archive/IMG_20251029_200932/IMG_20251029_200932_final.mp4","2026-08-05 12:25:25","2026-08-05 13:28:34"
"IMG_20251029_200932","Long2Short","🎬 Rendered","/Users/khan/Developer/Auto-Video-Factory/incoming/IMG_20251029_200932.mp4","Khám Phá Đêm Kuala Lumpur Rực Rỡ Tại Bukit Bintang","Trải nghiệm không khí sôi động về đêm tại trung tâm Kuala Lumpur với ánh đèn lung linh và dòng người nhộn nhịp. #kualalumpur #malaysia #travel #bukitbintang #nightlife","28.7s","28.0s","4","0.92","viral_fast_intro, premium_showcase_city, dramatic_focus_fountain, cinematic_outro","/Volumes/Media/Auto-Video-Factory/archive/IMG_20251029_200932/IMG_20251029_200932_final.mp4","2026-08-05 12:25:25","2026-08-05 13:39:02"
"IMG_20251029_200932","Long2Short","🎬 Rendered","/Users/khan/Developer/Auto-Video-Factory/incoming/IMG_20251029_200932.mp4","Khám Phá Đêm Kuala Lumpur Rực Rỡ Tại Bukit Bintang","Trải nghiệm không khí sôi động về đêm tại trung tâm Kuala Lumpur với ánh đèn lung linh và dòng người nhộn nhịp. #kualalumpur #malaysia #travel #bukitbintang #nightlife","28.7s","28.0s","4","0.92","viral_fast_intro, premium_showcase_city, dramatic_focus_fountain, cinematic_outro","/Volumes/Media/Auto-Video-Factory/archive/IMG_20251029_200932/IMG_20251029_200932_final.mp4","2026-08-05 12:25:25","2026-08-05 13:48:38"
"IMG_20251029_200932","Long2Short","🎬 Rendered","/Users/khan/Developer/Auto-Video-Factory/incoming/IMG_20251029_200932.mp4","Khám Phá Đêm Kuala Lumpur Rực Rỡ Tại Bukit Bintang","Trải nghiệm không khí sôi động về đêm tại trung tâm Kuala Lumpur với ánh đèn lung linh và dòng người nhộn nhịp. #kualalumpur #malaysia #travel #bukitbintang #nightlife","28.7s","28.0s","4","0.92","viral_fast_intro, premium_showcase_city, dramatic_focus_fountain, cinematic_outro","/Volumes/Media/Auto-Video-Factory/archive/IMG_20251029_200932/IMG_20251029_200932_final.mp4","2026-08-05 12:25:25","2026-08-05 13:52:18"
"IMG_20251029_200932","Long2Short","🎬 Rendered","/Users/khan/Developer/Auto-Video-Factory/incoming/IMG_20251029_200932.mp4","Khám Phá Đêm Kuala Lumpur Rực Rỡ Tại Bukit Bintang","Trải nghiệm không khí sôi động về đêm tại trung tâm Kuala Lumpur với ánh đèn lung linh và dòng người nhộn nhịp. #kualalumpur #malaysia #travel #bukitbintang #nightlife","28.7s","28.0s","4","0.92","viral_fast_intro, premium_showcase_city, dramatic_focus_fountain, cinematic_outro","/Volumes/Media/Auto-Video-Factory/archive/IMG_20251029_200932/IMG_20251029_200932_final.mp4","2026-08-05 12:25:25","2026-08-05 13:56:11"
"IMG_20251029_200932","Long2Short","🎬 Rendered","/Users/khan/Developer/Auto-Video-Factory/incoming/IMG_20251029_200932.mp4","Khám Phá Đêm Kuala Lumpur Rực Rỡ Tại Bukit Bintang","Trải nghiệm không khí sôi động về đêm tại trung tâm Kuala Lumpur với ánh đèn lung linh và dòng người nhộn nhịp. #kualalumpur #malaysia #travel #bukitbintang #nightlife","28.7s","28.0s","4","0.92","viral_fast_intro, premium_showcase_city, dramatic_focus_fountain, cinematic_outro","/Volumes/Media/Auto-Video-Factory/archive/IMG_20251029_200932/IMG_20251029_200932_final.mp4","2026-08-05 12:25:25","2026-08-05 14:02:49"
"IMG_20251029_200932","Long2Short","🎬 Rendered","/Users/khan/Developer/Auto-Video-Factory/incoming/IMG_20251029_200932.mp4","Khám Phá Đêm Kuala Lumpur Rực Rỡ Tại Bukit Bintang","Trải nghiệm không khí sôi động về đêm tại trung tâm Kuala Lumpur với ánh đèn lung linh và dòng người nhộn nhịp. #kualalumpur #malaysia #travel #bukitbintang #nightlife","28.7s","28.0s","4","0.92","viral_fast_intro, premium_showcase_city, dramatic_focus_fountain, cinematic_outro","/Volumes/Media/Auto-Video-Factory/archive/IMG_20251029_200932/IMG_20251029_200932_final.mp4","2026-08-05 12:25:25","2026-08-05 14:08:12"
"IMG_20251029_200932","Long2Short","🎬 Rendered","/Users/khan/Developer/Auto-Video-Factory/incoming/IMG_20251029_200932.mp4","Khám Phá Đêm Kuala Lumpur Rực Rỡ Tại Bukit Bintang","Trải nghiệm không khí sôi động về đêm tại trung tâm Kuala Lumpur với ánh đèn lung linh và dòng người nhộn nhịp. #kualalumpur #malaysia #travel #bukitbintang #nightlife","28.7s","28.0s","4","0.92","viral_fast_intro, premium_showcase_city, dramatic_focus_fountain, cinematic_outro","/Volumes/Media/Auto-Video-Factory/archive/IMG_20251029_200932/IMG_20251029_200932_final.mp4","2026-08-05 12:25:25","2026-08-05 14:10:27"
"IMG_20251029_200932","Long2Short","🎬 Rendered","/Users/khan/Developer/Auto-Video-Factory/incoming/IMG_20251029_200932.mp4","Khám Phá Đêm Kuala Lumpur Rực Rỡ Tại Bukit Bintang","Trải nghiệm không khí sôi động về đêm tại trung tâm Kuala Lumpur với ánh đèn lung linh và dòng người nhộn nhịp. #kualalumpur #malaysia #travel #bukitbintang #nightlife","28.7s","28.0s","4","0.92","viral_fast_intro, premium_showcase_city, dramatic_focus_fountain, cinematic_outro","/Volumes/Media/Auto-Video-Factory/archive/IMG_20251029_200932/IMG_20251029_200932_final.mp4","2026-08-05 12:25:25","2026-08-05 14:14:31"
"IMG_20251029_200932","Long2Short","🎬 Rendered","/Users/khan/Developer/Auto-Video-Factory/incoming/IMG_20251029_200932.mp4","Khám Phá Đêm Kuala Lumpur Rực Rỡ Tại Bukit Bintang","Trải nghiệm không khí sôi động về đêm tại trung tâm Kuala Lumpur với ánh đèn lung linh và dòng người nhộn nhịp. #kualalumpur #malaysia #travel #bukitbintang #nightlife","28.7s","28.0s","4","0.92","viral_fast_intro, premium_showcase_city, dramatic_focus_fountain, cinematic_outro","/Volumes/Media/Auto-Video-Factory/archive/IMG_20251029_200932/IMG_20251029_200932_final.mp4","2026-08-05 12:25:25","2026-08-05 14:29:36"
